"Hightide Hermit",1.5,"With a name like Hightide Hermit, I expected you to be able to remove energy counters to make your Islands tap for extra blue mana, but no such luck. As is, Hightide Hermit is a passable card if you donÅft have other energy cards, and gets upgraded to solid once you do. This is more of an energy creator than an energy sink, as a 4/4 that gets to attack isnÅft the most exciting."
"Insidious Will",3.5,"The upside on this is high enough that IÅfm willing to risk the times when I keep mana up for it and am not presented with a good target. The key here is that it is a 4-mana unconditional counter at worst, so if you leave this up you can counter a creature or whatever the opponent plays on their turn. If they happen to play a removal spell, you utterly destroy them, and thereÅfs even the chance that you want to copy their (or your) spell, though thatÅfs going to be the least-used mode. ItÅfs also disgusting if you attack and your opponent plays a trick or removal spell midcombat, as your mana is naturally going to be untapped.This loses some value once the opponent knows about it, but the high end is so high that itÅfs a good card overall."
"Janjeet Sentry",3.0,"By itself, this is a fine card. A 2/3 for 3?with a one-shot tap or untap ability is decent. It gets more interesting in an energy deck, but overall isnÅft dependent on that nor does it really change all that much."
"Long-Finned Skywhale",3.0,"I donÅft know why, but this name is very funny to me. The card is also pretty good, though the 3.0 rating is a bit deceptiveÅ\not every deck will play this, because of how bad a blocker it is, but itÅfs easily a 3.0 on power level. As long as you are moderately aggressive, Skywhale is your best bud, so make sure that you care about attacking before playing it. I also wouldnÅft have guessed that the Skywhale is a paragon of aggression, but here we are."
"Malfunction",3.0,"Despite Sleep Paralysis being unexciting, you did always play this, and Malfunction is Sleep Paralysis with a slight upside. IÅfm all for choosing function over form, and this will do well despite feeling clunky."
"Metallurgic Summonings",1.0/4.0,"In the average deck, this is unplayable trash. In a deck with 10+ spells itÅfs a huge game, and worth building around. IÅfm going to start out the format by picking it early, but itÅfs possible that such decks just arenÅft a real thing. If you see this later in the draft, you should have a pretty good idea if itÅfs what your deck wants (and the answer will normally be ÅgnoÅh)."
"Minister of Inquiries",0.5,"Milling is not a supported theme in this set, so Minister has a long road ahead of him. He doesnÅft make that much energy, and even if your deck can generate a ton of energy, if you mill the opponent four times then this dies, you often will have accomplished nothing besides wasting time and energy."
"Nimble Innovator",3.0,"It doesnÅft take much for a card to earn its stripes, and drawing a card on ETB is plenty. This is on the higher end of the curve, but IÅfd still take and play multiples."
"Padeem, Consul of Innovation",3.5,"IÅfm going to deem this great, mainly because itÅfs not hard to make it a personal Howling Mine. A 4-mana 1/4 is only one mana more than average, and if you seek out 4-5 mana artifacts you should easily crush the competition. Hexproof is even a nice little bonus, meaning the opponent has to remove a 4-toughness creature before they can mess with the rest of your stuff."
"Paradoxical Outcome",1.0,"Look, I like Divination more than most, but this is a lot of hoops to jump through to draw a couple cards. I get that it saves your creatures, and can re-trigger ETB effects, but resetting your board to draw a couple cards seems like more trouble than itÅfs worth. IÅfm going to pass on this."
"Revolutionary Rebuff",1.5,"The odds that this goes dead are a little high for my taste, as 2?mana is not a lot once the game gets past turn 5?or 6. Once you factor in that it misses on artifacts, it looks even worse, and despite 2-mana counters being the good kind, this isnÅft revolutionary by any stretch."
"Saheeli's Artistry",4.0,"Given that there will almost always be an artifact in play, this card is great. Copying the best creature and the best artifact is well worth 6?mana, and even if you miss and just get a creature, itÅfs not the end of the world. If you draft this, try and bias toward picking up some good artifacts, and try to avoid trading off if itÅfs looking like you can set this up."
"Select for Inspection",1.5,"Upon further inspection, I kind of like this card. It canÅft bounce a blocker, which makes it less good in tempo decks (what is tempo, anyway?), but itÅfs still a solid combat trick. Scry 1 is a nice little bonus, and makes it better in the kinds of decks that arenÅft usually interested in bounce. ItÅfs neat that this is worse in decks that normally want bounce and better in the ones that donÅft, and I suspect it will play well."
"Shrewd Negotiation",3.0,"You clearly canÅft just play this in any deck (unless you are a very bad negotiator), but in a deck full of Servos it will thrive. The effect is insanely powerful, so if you can reliably pull it off, itÅfs a fantastic card."
"Tezzeret's Ambition",2.5,"Between Gambits and Ambition, Tezzeret draws a lot of cards. A planeswalker after my own heart indeed. 5?mana to draw three and discard one is passable in decks that want slow card draw, and the bonus of not having to discard is meaningful (though how good this is relies more on what your deck is trying to do than whether you have artifacts or not). This at common makes me think a control deck is possible, even if aggro decks arenÅft likely to play this."
"Thriving Turtle",2.0,"This is the kind of 1-drop I can get behind. Seriously, itÅfs going to protect me with its giant shell. The Turtle enables other energy cards,?or becomes a 1/4 for 1?(that is tapped for a turn), which are both good deals. If you end up with a deck that doesnÅft use energy otherwise and doesnÅft want blockers, this is cuttable, but most blue decks will want it."
"Torrential Gearhulk",4.0,"Torrential Gearhulk doesnÅft ask much of you. Play a few instants, get to 6?mana, and profit. IÅfd play this as a giant Ambush Viper (I guess that isnÅft a great comparison, because Gearhulk is very good) even in a deck without spells, and once you get to 4+ instants you really get to make it rain. You donÅft need to go out of your way to enable this, but itÅfs a good tiebreaker when you are deciding between an instant and a non-instant."
"Vedalken Blademaster",2.0,"This Vedalken may not be a genius, but itÅfs still playable. In a deck with 5+ spells, this does what you want, and is decent filler even with fewer spells (threat of activation makes it a hard card to block)."
"Weldfast Wingsmith",1.5,"A Hill Giant that takes to the sky when you play an artifact sounds passable on offense and medium on defense. ItÅfs playable if you need another creature, and goes up in value slightly if you are both aggressive and have a decent amount of artifacts. IÅfd rather not wing it, but every now and then you are caught unprepared."
"Wind Drake",2.5,"The cost-to-stats ratio here has always been solid in Limited, and will continue to be so. ItÅfs a tad better in aggressive decks, but a fine playable no matter what your strategy is (though not the most exciting of cards)."
"Aetherborn Marauder",3.5,"Marauder is an interesting card. By itself, itÅfs a 2/2 flying lifelink for 4, which is certainly acceptable. Move one counter onto it and it becomes a huge threat, two or more and your opponent will need to kill it or lose the game. That sounds like the kind of card IÅfm in forÅ\high floor, high ceiling. There are a lot of +1/+1 counter cards in this set, and when you have Aetherborn Marauder, you can lean toward getting counters rather than Servos off fabricate."
"Ambitious Aetherborn",3.0,"IÅfm happy with either side of this, though I expect to get a Servo more often than not. The name doesnÅft quite fit, as this card is way more solid than it is ambitious, and itÅfs a card IÅfm going to play every time (assuming I have room for 5s, of course)."
"Demon of Dark Schemes",5.0,"It doesnÅft get much better than this. A 5/5 flier that massacres the board and gives you a bunch of energy would be awesome if thatÅfs all it did, but somehow this also has a powerful activated ability that takes over the game. I donÅft know why the game would last?much longer, but if it does, youÅfve got a scheme at the ready."
"Dhund Operative",2.5,"A 3/2 deathtouch for 2?with the fail case of being a 2/2 is a fine deal. You arenÅft going to want this in decks without artifacts unless your curve is in bad shape, but the fact that itÅfs a curve-filler makes it a reasonable card to grab?even if you donÅft know where youÅfll end up."
"Diabolic Tutor",0.5,"The times you should play this are few and far between. ItÅfs way too expensive to play in a normal deck, as adding 4?to the cost of your best card isnÅft something you can just do in a game of Limited. However, if you end up in a control deck with a card like Demon of Dark Schemes or Fumigate, maybe you can play a Diabolic Tutor, but IÅfm still skeptical."
"Die Young",3.5,"IÅfd basically always play -2/-2 for 2?mana, and this does a few more good things. First of all, it combines with other energy cards to give larger minuses, as you can spend your hard-earned energy to bolster the effect. Second, if you kill a 1-toughness creature you end up with an extra energy, and you even have the option of not spending any energy at all if you have something else to do with it. That power level plus flexibility makes this a solid card."
"Dukhara Scavenger",2.0,"There are worse ways to spend 6?mana. Dukhara Scavenger provides a reasonable finisher to decks lacking in them, and even if it isnÅft a 2-for-1, replacing the top card of your deck with the best creature or artifact in your graveyard is a quality increase. I wouldnÅft want multiples of these, and itÅfs not a big deal if you donÅft get one, but having a single copy can be useful."
"Eliminate the Competition",3.0,"This is kind of an odd card. It certainly doesnÅft slot into just every deck, but the rating reflects that itÅfs good when it does fit. If you have a lot of ways to make tokens (fabricate springs to mind), you can eliminate all the competition, but in a normal deck itÅfs not going to be great. This will fluctuate between being a borderline playable and one of the best cards in your deck, depending on how well you enable it. ItÅfs also worth noting that sorcery-speed removal misses Vehicles, which is a big drawback in this set, and one that makes this card less appealing than it would be otherwise."
"Embraal Bruiser",2.0,"ThereÅfs a good amount of support for an artifact-heavy black aggro deck. I donÅft know how good that deck is going to end up being (has a lot of moving pieces), but I would certainly look to play Bruiser in it. Not being able to crew Vehicles or block the turn he comes in is a real drawback, though the payoff of a 3-power menace creature for 2?is worth going after."
"Essence Extraction",3.5,"Clean, efficient, and powerful. This is a great removal spell, and will never be a bad pick."
"Fortuitous Find",1.5,"I like me a draw-2, and find room for them in just about every deck. The only problem with this one is that you do need to have an artifact to get that second card, and not every deck is going to be able to swing that. This set is artifact-heavy enough that it still gets a solid rating, but be aware that you wonÅft always be able to play this."
"Foundry Screecher",2.5,"If you can reliably make this a 3/1, itÅfs the perfect card for your aggro deck. The fail-case of a 2/1 for three isnÅft too bad, and overall this is a reasonable playable, even in artifact-light decks."
"Fretwork Colony",1.0/3.0,"It may bug you that I put an aggro card in the build-around category, but this is such an all-or-nothing card that I think it belongs. ItÅfs an awesome 2-drop in a very focused beatdown deck, as it can run away with the game easily if you play it on turn 2. In midrange or control, itÅfs pretty close to unplayable, making it a card IÅfm not looking to take early. I also fear it being locked down with Malfunction or Revoke Privileges, as thatÅfs pretty hard to come back from.When this works, it will feel like Pack Rat. When it doesnÅft, itÅfs closer to a lone Lab Rats."
"Gonti, Lord of Luxury",3.5,"IÅfd be somewhat interested in a 2/3 deathtouch for 4?to begin with, so adding a powerful card draw ability takes this from Draft staple to Draft luxury. Bear in mind that Gonti doesnÅft have to survive in order for you to play the card, so feel free to trade him off if thatÅfs what the game demands."
"Harsh Scrutiny",1.5,"Adding a scry to this makes me so much happier to play it. One of the risks of discard is that you get punished harshly when you draw it later in the game (or when you miss because their hand doesnÅft meet the conditions), and getting to scry mitigates that. IÅfm still not automatically playing this, but am now willing to consider it, and it could be a great sideboard card against a creature-heavy deck with a high curve."
"Lawless Broker",2.5,"While this isnÅft broken, itÅfs not a card IÅfm looking to cut very often. ItÅfll trade for a card of comparable cost and leave you with a +1/+1 counter. ThatÅfs a fine deal."
"Live Fast",3.0,"I really wish this cost 2?and Die Young cost 3, so the proper curve could happen, but I guess the effects of the cards really dictated they have these names. Still, Divination gets me energized, and now it will do the same for anyone who wants to cast it. In a deck with zero cards that care about energy, this isnÅft the best, but I imagine almost every deck will find some kind of use for it. The speed of the format will also determine if this moves down half a grade or so, as beatdown decks will make paying 2?life a lot less feasible."
"Lost Legacy",0.0,"NO.I hate these kinds of cards, and this even gives your opponent the cards back if you snag any from their hand. Do not play this."
"Make Obsolete",3.5,"There seem to be a lot of small creatures running around this set, and IÅfm happy to pay 3?mana to wipe them all out. This being an instant also makes it a very good mid-combat play, as you can set up a situation where your 4/4 beats theirs and you kill a random 2/1. There are matchups where youÅfd board this out, but IÅfd take it early and always maindeck it."
"Marionette Master",4.0,"Much like Angel of Invention, this has reasons to pick either side of the fabricate, which is cool. If you already have a full board, making this a 4/6 that hits your opponent for 4?every time you lose an artifact seems sick, but in general the safe play will be to make a 1/3 and three 1/1s. Either way, you are getting a great deal, and Marionette Master is one of the better cards in the set."
"Maulfist Squad",3.0,"Both sides of this are great, and menace pays you off for choosing the +1/+1 counter version. This also fits perfectly in the black artifact aggro deck, while being a solid choice outside of that deck. You can do worse with squad goals, IÅfll say that."
"Midnight Oil",???(2.0),"What even is going on here? I had to read this card three times to get a sense, and now that I understand the mechanics, I still donÅft really know if itÅfs playable. LetÅfs try and break it down.? You draw an extra card every turn. This part is good, and I like it.So this is a high-powered card draw machine that is risky to play early and very good late. It also rewards a low curve heavily, further restricting where it can show up. Still, if you meet that condition and have room for a late-game card, this does look like it can do some work. This is one of those low-confidence ratings, and a few games (or one game) with the card will probably clear up any misconceptions. I can see this being awesome, as a deck full of cheap cards can really go off, but it also looks like you canÅft play it early and it can go wrong quickly."
"Mind Rot",1.0,"IÅfm happy playing this in Sealed or siding it in during Draft, but IÅfd rather not start it otherwise. I donÅft mind if I have to, I just donÅft like paying 3?to not affect the board, and discard falls off late game whereas card draw does?not."
"Morbid Curiosity",1.0,"I wanted to find out what would happen when I cast this with Wretched Gryff during spellslinging at PAX, and much like the proverbial cat, I got killed. Most of the time you are going to give up too much board position to really make this enticing, though it can break a stalled game wide open. To really make use of this, you need a defensive deck, and one that has cards you donÅft mind sacrificing. That wonÅft be most decks, but it will be some (and few other drafters are likely to take this from you)."
"Night Market Lookout",0.5,"Look, I get the jokeÅ\you tap this to crew a Vehicle. As cool as that combo is, unless your deck is the most aggressive mono-black deck IÅfve ever seen, this isnÅft a card IÅfd be in the market for. A 1/1 is just too small."
"Noxious Gearhulk",5.0,"IÅfve relaxed my standards for what gets a 5.0 in the last few reviews, though I think Noxious Gearhulk would have qualified no matter when I saw it. ItÅfs a huge, menacing creature that gives you a 2-for-1, gains a bunch of life, and likely puts you substantially ahead on mana. ThereÅfs literally nothing more you can ask for."
"Ovalchase Daredevil",3.5,"This blocks well enough that it can be annoying, and I wouldnÅft be surprised if this ended up as one of the chase uncommons of the set. If you drop this turn 4, your opponent really canÅft attack into it with confidence, and when you attack them, they are almost assuredly not blocking. ThatÅfs a pretty good deal for a creature thatÅfs only a touch smaller than it should be for its cost. Your opponent also has no way of knowing how many artifacts you have in your hand, so you can easily bluff in some damage or hold off attackers by keeping extra lands in the grip."
"Prakhata Club Security",2.0,"Solid stats for a reasonable cost. Join the club of filler, my friend."
"Rush of Vitality",2.5,"Not ever deck wants combat tricks, but those that do will be very happy with this one. ItÅfs going to be easy to trade 1-for-1 and gain a significant amount of life, and the indestructible clause makes this a good way to save your creatures from removal. That power plus flexibility is vital, and Rush is a card IÅfm happy to include as long as I have enough creatures."
"Subtle Strike",3.0,"ThereÅfs nothing subtle about thisÅ\itÅfs just great. Even if you are just using it to get a 1-for-1 and leave a counter behind, you got an advantage, and in some scenarios you will get the full blowout. Subtle Strike is solid, sweet, and will be sought after."
"Syndicate Trafficker",3.5,"The rating here is predicated on having?some amount of artifacts, but it really doesnÅft take many before this is a real threat. Eating Servos and growing larger, all while surviving combat or removal, sounds like a great deal to me."
"Thriving Rats",3.0,"These Rats do enough different things, all of them good, that IÅfm a fan of including them in any Limited deck.They attack as a 2/3, they generate energy for other cards, and can even consume any excess energy you have. The one downside they have is that they block as a 1/2 for the first turn, and sometimes arenÅft able to find a window to attack and get their counter, but thatÅfs minor at best."
"Tidy Conclusion",3.5,"IÅfm loathe to give expensive removal such a high grade, but this being an instant makes me think it will pull its weight. Unconditional kill spells donÅft grow on trees, and this can take down Vehicles and large creatures alike, sometimes gaining you a few life in the process. 5-drops do get worse in multiples, so donÅft go too nuts."
"Underhanded Designs",1.0/3.5,"This is the kind of build-around I can get behind. It drains the opponent a few times before killing their best creature, which is a great payoff. It wonÅft go into every deck, clearly, but is a card you can take early and fabricate a deck around."
"Weaponcraft Enthusiast",3.0,"A 2/3 for 3?doesnÅft sound like much, but I am enthusiastic about a 0/1 that comes with two 1/1s. ThatÅfs a good amount of stats, artifacts, and creatures all in one card. It also plays very nicely with bounce and flicker effects, or Raise Deads, making this a solid enabler for a bunch of different decks (while being fine in any deck)."
"Aethertorch Renegade",3.5,"A pinger with two shots still does most everything you want a pinger to do, and this is a lot more than that. It provides a significant chunk of energy for your other cards, and if you can get a bunch of reliable energy sources going, can torch the opponent out very quickly. Everything about this card is great."
"Brazen Scourge",3.5,"Boggart Ram-Gang is back, and itÅfs (mostly) easier to cast. IÅfm in. The stats-to-cost ratio here is great, and you should take and play this."
"Built to Smash",1.5,"Only targeting attackers limits this, but it does the job in an aggressive deck. Casting this on a large Vehicle will indeed be a smashing, and itÅfs hard to imagine not winning most combats where this comes out."
"Cathartic Reunion",1.5,"My initial reaction is that this is better than Tormenting Voice, because your second-worst card is more often than not worse than a random card from your deck. That wonÅft always be the case, but itÅfs close either way. Tormenting Voice with zero combos (see: Dragons of Tarkir) was filler more than anything, and thatÅfs about where Hug is going to land. Check back when it comes to Constructed, thoughÅ\this card does some work there."
"Chandra, Torch of Defiance",5.0,"I donÅft think this is going to be a tough nut to crack. Chandra is going to dominate any game sheÅfs played, and even if you play her when behind, she can take out a 4/4 and gain some life. If you can successfully protect her, she will run away with things, and all that for only 4?mana."
"ChandraÅfs Pyrohelix",3.5,"Flexibility + power for only 2 mana? Sign me up."
"Combustible Gearhulk",4.0,"This is a kind of strange ability, but "strange" doesnÅft mean "bad." Most Limited decks are going to deal roughly 5-6 damage by flipping three cards (according to my estimates of a normal curve), making this a 6-mana 6/6 that Lava Axes the opponent. IÅfm assuming you wonÅft draw cards very often, but even so, this is a great card."
"Demolish",0.5,"IÅfm not excited about paying 4?mana to kill an artifact, and sweetening the pot by letting me target lands isnÅft convincing me to run this. By all means, side it in if you get demolished by some sick Vehicle game one, but donÅft maindeck it."
"Fateful Showdown",3.5,"Deal 3-4 damage and make your hand better on average sounds like a great card to me. There will be situations where you donÅft have enough cards in hand to make this good, or your hand has a powerful 6-drop you donÅft want to discard, but they will be rare."
"Furious Reprisal",3.5,"It seems pretty easy to pick up a 2-for-1 with this, and worst comes to worst, you get to nug your opponent for 2. IÅfm in."
"Giant Spectacle",0.0,"Lunarch Mantle this is not, and Lunarch Mantle is a controversial card. This just doesnÅft do enough to warrant the risk you are taking by painting a giant target on one of your creatures."
"Harnessed Lightning",4.0,"It might be shocking how high a grade IÅfm giving this, but I value the combination of things it brings to the table. Not only is it 2 mana for an instant-speed deal 3, it can also enable other energy cards at a good rate or siphon off energy to deal a bunch more damage. ThatÅfs a lot of action for not a lot of mana, and exactly what IÅfm looking for."
"Hijack",1.5,"Threatens occupy a strange spot. They can be build-arounds, though this set doesnÅft appear to support that much. That leaves Hijack as a niche card for aggressive decks, as you canÅft play this in a midrange or control deck and expect it to perform. If you can steal a big blocker and kill the opponent, Hijack will be greatÅ\fail in that and itÅfs a dead card."
"Incendiary Sabotage",2.5,"Incendiary Sabotage is a strange one. ItÅfs a powerful effect with a strict requirement to cast, making it far from an auto-include. ItÅfs worth trying to enable, and picking up Puzzleknots or fabricate cards helps, as you should be able to maneuver this into providing a sizeable advantage. In the right deck, this is worth a lot, and in the wrong deck itÅfs uncastable."
"InventorÅfs Apprentice",1.5,"As a commenter on an earlier review pointed out, this will forever be known as Nerd Ape. ThatÅfs the most interesting thing about it, as itÅfs a marginal playable in most decks, really needing the bonus before it becomes a card of note (and not being more than just good even then)."
"Lathnu Hellion",3.5,"By itself, this is worth 8 damage, and it puts the opponent in a tough spot. They can refuse to trade for it, hoping youÅfll run out of energy, which can backfire if you follow it up with an energy creator or two. The rating drops substantially if your deck isnÅft aggressive and you have no ways to make energy, but meet either of those conditions and you have a real card on your hands."
"Madcap Experiment",0.0,"Either you have a ton of artifacts in your deck, meaning that by playing this you are paying a decent amount of life for something worth less than 4?mana on average, or you have very few, so casting this kills you. IÅfm not interested in either scenario."
"Maulfist Doorbuster",3.0,"This is clearly a beatdown card, and a good one at that. Setting up good attacks at least twice is worth the risk of having 2?toughness, and the energy cost is low enough that any other energy card will open the door for multiple extra attacks."
"Pia Nalaar",3.5,"Pia may not be as powerful as her daughter, but sheÅfs still pretty strong. A 2/2 plus a 1/1 flier is already good, and Pia has multiple abilities that both work with that Thopter and stay relevant even after itÅfs gone. You donÅft have to go deep into artifacts to make Pia good, though she does get a bit better if you do."
"Quicksmith Genius",2.5,"This guy looks a little too pleased with himself. Despite that, I still am willing to give him a good grade, as he will play out well in a deck with even 5+ artifacts. You arenÅft paying much for the ability, and getting just one rummage out of the deal should put you ahead of the game."
"Reckless Fireweaver",1.0,"Thermo-Alchemist this is not. I just donÅft see decks having enough artifacts to really go off with this, and a 1/3 that has to attack to deal damage is so much worse than a pinger."
"Renegade Tactics",1.5,"If you have room in your deck, this sort of card is never bad, but itÅfs also never really worth prioritizing. ItÅfs air, and unless you are super aggressive, not going to be an important component."
"Ruinous Gremlin",1.0,"As a 1-drop, this is anemic, and as an artifact removal spell, itÅfs ruinously expensive. Still, the combination is flexible, and if you have to play this, it isnÅft the end of the world. IÅfd still prefer to sideboard this in, unless the format is more artifact dominated than it looks."
"Salivating Gremlins",2.0,"IÅfd bump this up a full grade if you can enable it most turns, but itÅfs not something IÅfm drooling over in most decks."
"Skyship Stalker",4.0,"A Dragon thatÅfs castable on turn 4?and great on turn 10? IÅfm in."
"Spark of Creativity",2.5,"This is an interesting card. You can mitigate the randomness here by only targeting creatures with toughness low enough that you can play any card that fails to kill them. For example, if you have four lands in play (and havenÅft played a land yet), targeting a 4/4 will either kill it or reveal something that costs 3?or less. This isnÅft foolproof, as you could hit a pump spell or some other situational card, but it does mean that you can almost always get a card out of this. That seems reasonable to me, even if itÅfs not a very reliable way to kill anything."
"Speedway Fanatic",2.5,"A 2/1 haste is a nice little beater, and giving Vehicles haste makes your opponent worry about getting hit by a freight train at any point. You donÅft need Vehicles for this to be playable, though clearly you have?incentive to pick some up."
"Spireside Infiltrator",1.5,"IÅfm not a huge fan of the Ågwhen tappedÅh creatures in this set (Night Market Lookout being the other). The combo with Vehicles just isnÅft enough of a driving force to get me to play medium-rate creatures, though this is at least passable based on stats alone. Play this if you need a 3-drop, maybe over something else if you have 3+ Vehicles, but donÅft treat it like a build-around."
"Spontaneous Artist",3.0,"Not all energy cards are high on synergy, and Spontaneous Artist does just fine on its own. A 4-mana 3/3 haste is a good deal, and having additional combos is just a bonus."
"Start Your Engines",0.5,"I predict that I will not be starting very many engines. Sorcery-speed +2/+0 is just not appealing, and IÅfd rather just play a creature that can crew Vehicles every turn instead of a card that might just be dead. Still, I also predict that I will die to three Vehicles powered by this at least once."
"Territorial Gorger",2.5,"It doesnÅft seem too hard to get this to attack as a 4/4 multiple times per game, though I wouldnÅft expect it to be a 6/6 all that often. Bear in mind that itÅfs +2/+2 per instance of gaining energy, even if you are gaining multiples at the same time."
"Terror of the Fairgrounds",0.5,"My newfound love for Hulking Devil aside, 5/2 is just really terrible stats. This trades down for basically anything, and is rarely going to get through."
"Thriving Grubs",3.0,"A solid collection of stats and an ability that plays well with or without other cards. IÅfm into it."
"Wayward Giant",1.5,"Not the most exciting card, but not one IÅfd be ashamed to play either. Wayward Giant requires more chumping than just a Servo, and is big enough to survive most combats. I also hear Ågcarry on my wayward giantÅh every time I see this."
"Welding Sparks",3.5,"Zzzzzt. You should take this and play it, even if you have zero artifacts in your deck. If you have more than zero, congrats, you made a good card even better."
"Appetite for the Unnatural",1.0,"I canÅft really stomach maindecking this unless itÅfs Sealed. The reason I like Fragmentize?is that you are getting ahead when you use it, but the fact that Appetite costs?3?makes it more of an even trade. That, combined with the risk of missing, makes me put this in the sideboard category more than the main deck category."
"Arborback Stomper",3.5,"Thragtusk (minus the friend) is still a great card. Arborback Stomper keeps you alive long enough to make use of a giant 5/4 trampler, and even if itÅfs immediately killed or bounced you got a good deal."
"Architect of the Untamed",3.5,"This strikes me as a great?card. By itself you arenÅft getting to 8?energy all that easily, but it does such a good job of fueling other energy cards or taking their energy that IÅfd be thrilled to start with it. A 2/3 for 3?isnÅft even that bad, so taking it early seems like low risk and high reward."
"Armorcraft Judge",3.0,"Armorcraft Judge is another card that fits into the Åglow risk, high rewardÅh category. The fail case of a Hill Giant is decent, and the upside of drawing one or more extra cards is very appealing. Green has a lot of ways to get +1/+1 counters, and that theme is even carried across all five colors, making this a solid addition to most decks."
"Attune with Aether",2.5,"This isnÅft quite an auto-play, since a deck thatÅfs evenly split across two colors and doesnÅft care about energy shouldnÅft run it, but itÅfs a good way to get energy in a base-green deck. You can even draft multiples and start replacing lands, as long as youÅfre willing to play 11-12 Forests."
"Blossoming Defense",2.5,"I really like how efficient this is. Countering a removal spell or winning a combat for only 1?mana is great, and more than enough to make me overcome my aversion to combat tricks."
"Bristling Hydra",4.0,"A 4-mana 5/4 with upside? ThatÅfs heading straight into my deck, even if I have no other energy cards (and it clearly gets better with them)."
"Commencement of Festivities",0.5,"The festivities will not be commencing on my watch. This is strictly sideboard material unless your opponent has an Overrun-type effect that you canÅft beat otherwise."
"Cowl Prowler",1.5,"If you need a 6-drop, this is a 6-drop.ThatÅfs about the extent of my analysis, and suitably describes my excitement level about this card."
"Creeping Mold",0.5,"This is a slightly worse Appetite for the Unnatural, much like it got left somewhere damp for too long."
"Cultivator of Blades",4.0,"Both sides of this are awesome, and which you pick is mostly dependent on what the board looks like. If you have a bunch of other creatures, this likely plays better as a 3/3, and if your board is empty, Servos it is. It also works well with pump spells, though those are not needed for this to be excellent."
"Dubious Challenge",0.0,"Look, even I have standards. Not only is this card clearly unplayable, but the joke about the name is just too easy. LetÅfs just move on."
"Durable Handicraft",1.0,"This was a cause of much debate on the Limited Resources Set Review (which is a good supplement to these reviews, if you are looking for a way to spend four hours with myself and Marshall). We settled on this being bad, though this is one of the cards IÅfm least certain about.It costs a lot of mana before you get enough counters for this to be worth it, and the idea of topdecking this sounds horrendous. The activated ability helps a little bit, but not enough for me to really be comfortable, and until I have a chance to test this Handicraft for myself, IÅfm going to go with Ågbad.Åh"
"Elegant Edgecrafters",3.0,"Magic is a game about small edges, and I like to think of myself as an Elegant Edgecrafter. OK, maybe that isnÅft the best analogy, but this card is still a good one. A hard-to-block 5/6 is worth 6?mana, and a 3/4 plus two 1/1s is a fine deal too. I like the fabricate cards where both choices make sense, and this is one IÅfm happy to cast for either side."
"Fairgrounds Trumpeter",2.0,"It doesnÅft take too much before IÅfd put this in my deck, as one counter later and this is a good deal. ItÅfs unplayable without any support, but itÅfs not hard to find that?support."
"Ghirapur Guide",2.0,"3/2 for 3 isnÅft my favorite set of stats, because of how often it trades down for a 2-drop. That said, having an evasive ability makes this a lot more relevant in the late game than most 3-drops, and thatÅfs worth something."
"Highspire Artisan",2.0,"IÅfm not as high on this as other fabricate cards, but itÅfs a solid addition to any defensive deck. A 1/4 reach for 3?will certainly do a good job keeping you alive, and IÅfd expect thatÅfs the mode this gets played in most often. If you need an artifact, playing this as an 0/3 is serviceable, but a little below the curve."
"Hunt the Weak",3.0,"Though this card hasnÅft always impressed me, I donÅft think it will be weak in this set. Green has some really big commons, and the +1/+1 counter theme gives it additional utility. Add those together and you have the makings of a solid removal spell."
"Kujar Seedsculptor",3.0,"A 2/3 for 2?with upside is a great deal, and it doesnÅft take much sculpting before you have a board where this does good things. This even plays nicely with the +1/+1 counter theme, which is just a bonus given?the stats you are already underpaying for."
"Larger Than Life",0.0,"The rating is smaller than ideal, since sorcery-speed pump spells are more akin to Lava Axe than Giant Growth. Unreliable Lava Axes are not my idea of a good time."
"Longtusk Cub",3.0,"Longtusk Cub can run away with a game when played early, and is a perfectly acceptable energy sink (and source) late. There are games where this is just a 2/2 with no text, but they are more than made up for by the games where it just steamrolls the opponent."
"NatureÅfs Way",3.5,"Talk about taking a bite out of crime. This will kill most things you care about and let your creature march in with some new abilities, at least temporarily. Note that itÅfs not a fight, just a mauling, and you can play this without fear of too much of a blowout if they have a pump spell."
"Nissa, Vital Force",4.5,"You canÅft ask for much?more here. Your opponent is forced to try and kill Nissa if you +1 her, as the ultimate will let you win any game that lasts more than a few turns, and hitting for 5?plus casting Regrowths make for great abilities too. Nissa is a little vulnerable to fliers, as planeswalkers tend to be, but thatÅfs about the only place she needs help."
"Ornamental Courage",1.5,"This is a run-of-the-mill combat trick, which puts it fairly low on my priority list. ItÅfs enough stats with a minor ability that IÅfll likely run it, but IÅfm not that excited to do so."
"Oviya Pashiri, Sage Lifecrafter",2.5,"At 1?mana, Oviya comes out basically for free, which makes her expensive activated ability less of a burden than on something like Whirlermaker. SheÅfs an annoyance at worst and a game-ender at best, which is a good deal for this cost."
"Peema Outrider",3.5,"A common 4/4 trampler for 4?with upside, eh? This is where we are at these days? This can even come out as a 3/3 and a 1/1, if thatÅfs better, and no matter which side you choose you are going to?take your opponent for a ride."
"Riparian Tiger",3.0,"The Tiger is grrreat too, though slightly behind the outrageous curve set by Peema Outrider. A 6/6 attacker that works well with other energy cards is a bargain for 5?mana, and this does plenty even if you never spend energy on it."
